pc,count
0x8012fc,1
0x801300,1
0x801304,1
0x801308,1
0x80130c,1
0x801310,1
0x801314,1
0x801318,1
0x80131c,1
0x801320,1
0x801324,1
0x801328,1
0x80132c,1
0x801330,1
0x801334,1
0x801338,1
0x80133c,1
0x801340,2
0x801344,2
0x801348,2
0x801378,2
0x80137c,2
0x801380,2
0x801384,2
0x801388,2
0x80138c,2
0x801390,2
0x801394,2
0x801398,2
0x80139c,2
0x8013a0,2
0x8013a4,2
0x8013a8,2
0x8013ac,2
0x8013b0,2
0x8013b4,1
0x8013b8,1
0x8013bc,1
0x8013c0,1
0x8013c4,1
0x8013c8,1
0x8013cc,1
0x8013d0,1
0x8013d4,1
0x8013d8,1
0x8013dc,1
0x8013e0,1
0x8013e4,8
0x8013e8,8
0x8013ec,8
0x8013f0,1
0x8013f4,1
0x8013f8,1
0x8013fc,1
0x801400,1
0x801404,1
0x801408,1
0x80140c,1
0x801410,2
0x801414,2
0x801418,2
0x80141c,2
0x801420,2
0x801424,32
0x801428,32
0x80142c,32
0x801430,32
0x801434,32
0x801438,32
0x80143c,32
0x801440,32
0x801444,32
0x801448,32
0x80144c,32
0x801450,32
0x801454,32
0x801458,32
0x80145c,32
0x801460,32
0x801464,32
0x801468,2
0x801488,2
0x80148c,2
0x801490,2
0x801494,1
0x801498,1
0x80149c,1
0x8014a0,1
0x8014a4,1
0x8014a8,1
0x8014ac,1
0x8014b0,1
0x8014b4,1
0x8014b8,1
0x8014bc,1
0x8014c0,1
0x8014c4,1
0x8014c8,1
0x8014cc,1
0x8014d0,1
0x801558,3
0x80155c,3
0x801560,3
0x801564,3
0x801568,3
0x80156c,3
0x801570,3
0x801574,3
0x801578,3
0x80157c,3
0x801580,3
0x801584,3
0x801588,3
0x80158c,3
0x801590,3
0x801594,3
0x801598,3
0x80159c,3
0x8015a0,3
0x8015a4,3
0x8015a8,3
0x8015ac,3
0x8015b0,3
0x8015b4,3
0x8015b8,3
0x8015bc,3
0x8015c0,3
0x8015c4,3
0x8015c8,3
0x8015cc,3
0x8015d0,3
0x8015d4,3
0x8015d8,3
0x8015dc,3
0x8015e0,3
0x8015e4,3
0x8015e8,3
0x8015ec,3
0x8015f8,3
0x8015fc,3
0x801600,3
0x801604,3
0x801608,3
0x80160c,3
0x801610,3
0x801654,3
0x801658,3
0x80165c,3
0x801660,3
0x801664,3
0x801668,3
0x80166c,3
0x801670,3
0x8016c4,3
0x8016c8,3
0x8016cc,3
0x8016d0,3
0x8016d4,3
0x8016d8,3
0x8016dc,3
0x8016e0,3
0x8016e4,3
0x8016e8,3
0x8016ec,3
0x8016f0,3
0x8016f4,3
0x801730,3
0x801734,3
0x801738,3
0x80173c,3
0x801740,3
0x801744,3
0x801748,3
0x80174c,3
0x801750,3
0x801754,3
0x801758,3
0x80175c,3
0x801760,3
0x801764,3
0x801768,3
0x80176c,3
0x801770,3
0x801774,3
0x801778,3
0x80177c,3
0x801780,3
0x801784,3
0x801788,3
0x80178c,3
0x801790,3
0x801794,3
0x8017ac,1
0x8017b0,1
0x8017c0,1
0x8017c4,1
0x8017c8,1
0x8017cc,1
0x8017d0,1
0x8017d4,1
0x8017d8,1
0x8017dc,1
0x8017e0,1
0x8017e4,1
0x8017e8,1
0x8017ec,1
0x8017f0,1
0x8017f4,1
0x8017f8,1
0x8017fc,1
0x801800,1
0x801804,1
0x801808,1
0x80180c,1
0x801810,1
0x801814,1
0x801818,1
0x80181c,1
0x801820,1
0x801824,1
0x801828,1
0x80182c,1
0x801830,1
0x801834,1
0x801838,1
0x80183c,1
0x8018ac,1
0x8018b0,1
0x8018b4,1
0x8018b8,1
0x8018bc,1
0x8018c0,1
0x8018c4,1
0x8018c8,1
0x8018cc,1
0x8018d0,1
0x8018d4,1
0x8018d8,1
0x8018dc,1
0x8018e0,1
0x8018e4,1
0x8018e8,1
0x8018ec,1
0x8018f0,1
0x8018f4,1
0x8018f8,1
0x8018fc,1
0x801900,1
0x801904,1
0x801908,1
0x80190c,1
0x801910,1
0x801914,1
0x801918,1
0x80191c,1
0x801920,1
0x801924,1
0x801928,1
0x80192c,1
0x801930,1
0x801934,1
0x801938,1
0x80193c,1
0x801940,1
0x801944,1
0x801948,1
0x80194c,1
0x801950,1
0x801954,1
0x801958,1
0x80195c,3
0x801960,3
0x80196c,3
0x801970,3
0x801974,3
0x801978,3
0x80197c,3
0x801980,3
0x801984,3
0x801988,3
0x80198c,10
0x801990,10
0x801994,10
0x801998,10
0x80199c,10
0x8019a0,10
0x8019a4,10
0x8019a8,10
0x8019ac,10
0x8019b0,10
0x8019b4,10
0x8019b8,10
0x8019bc,10
0x8019c0,10
0x8019c4,10
0x8019c8,10
0x8019cc,10
0x8019d0,10
0x8019d4,10
0x8019d8,10
0x8019dc,10
0x8019e0,10
0x8019e4,3
0x8019e8,3
0x8019ec,3
0x8019f0,3
0x8019f4,3
0x8019f8,3
0x8019fc,3
0x801a00,3
0x801a04,3
0x801a08,3
0x801a0c,1
0x801a10,1
0x801a14,1
0x801a18,1
0x801a1c,1
0x801a20,1
0x801a24,1
0x801a28,1
0x801a2c,1
0x801a30,1
