pc,count
0x802b18,3
0x802b1c,3
0x802b20,3
0x802b24,3
0x802b28,3
0x802b2c,1
0x802b30,1
0x802b34,1
0x802b38,1
0x802b40,1
0x802b44,1
0x802b48,1
0x802b4c,1
0x802b50,1
0x802b54,1
0x802b58,1
0x802b5c,1
0x802b60,1
0x802b64,1
0x802b68,1
0x802b6c,1
0x802b74,1
0x802b78,1
0x802b7c,1
0x802b80,1
0x802b84,1
0x802b88,1
0x802bf0,2
0x802bf4,2
0x802bf8,2
0x802bfc,2
0x802c00,2
0x802c04,2
0x802c0c,2
0x802c10,2
0x802c14,2
0x802c18,2
0x802c1c,2
0x802c20,2
0x802c24,2
0x802c28,2
0x802c2c,2
0x802c30,2
0x802c34,2
0x802c38,2
0x802c3c,2
0x802c40,2
0x802c44,2
0x802c4c,2
0x802c50,2
0x802c54,2
0x802c58,2
0x802c5c,2
0x802c60,2
0x802c64,2
0x802c68,2
0x802c6c,2
0x802c70,2
0x802c74,2
0x802c78,2
0x802cf0,3
0x802cf4,3
0x802cf8,3
0x802cfc,3
0x802d00,3
0x802d04,3
0x802d08,3
0x802d0c,3
0x802d10,3
0x802d18,3
0x802d1c,3
0x802d20,3
0x802d28,3
0x802d2c,3
0x802d30,3
0x802d34,3
0x802d38,3
0x802d3c,3
0x802d40,3
0x802d44,3
0x802d4c,3
0x802d50,3
0x802d54,3
0x802d58,3
0x802d5c,3
0x802d60,3
0x802d64,3
0x802d68,3
0x802df0,3
0x802df4,3
0x802df8,3
0x802e7c,1
0x802e80,1
0x802e84,1
0x802e88,1
0x802e8c,1
0x802e90,1
0x802e94,1
0x802e98,1
0x802e9c,1
0x802ea0,1
0x802ea4,1
0x802ea8,1
0x802eac,1
0x802eb0,1
0x802eb4,1
0x802eb8,1
0x802ebc,1
0x802ec0,1
0x802ec4,1
0x802ec8,1
0x802ecc,1
0x802ed0,1
0x802ed4,1
0x802ed8,1
0x802edc,1
0x802ee0,1
0x802ee4,1
0x802ee8,1
0x802eec,1
0x802ef0,1
0x802ef4,1
0x802ef8,1
0x802efc,1
0x802f00,1
0x802f04,1
0x802f08,1
0x802f0c,1
0x802f10,1
0x802f14,1
0x802f18,1
0x802f1c,1
0x802f20,1
0x802f24,1
0x802f28,1
0x802f2c,1
0x802f30,1
0x802f34,1
0x802f38,1
0x802f3c,1
0x802f40,1
0x802f44,1
0x802f48,1
0x802f4c,1
0x802f50,1
0x802f54,1
0x802f58,1
0x802f5c,1
0x802f60,1
0x802f64,1
0x802f68,1
0x802f6c,1
0x802f70,1
0x802f74,1
0x802f78,1
0x802f7c,1
0x802f80,1
0x802f84,1
0x802f88,1
0x802f8c,1
0x802f90,1
0x802f94,1
0x802f98,1
0x802fa0,1
0x802fa4,1
0x802fa8,1
0x802fac,1
0x802fb0,1
0x802fb4,1
0x802fb8,1
0x802fbc,1
0x802fc0,1
0x802fc4,1
0x802fc8,1
0x802fcc,1
0x802fd0,1
0x802fd4,1
0x802fd8,1
0x802fdc,1
0x802fe0,1
0x802fe4,1
0x802fe8,1
0x802fec,1
0x802ff0,1
0x802ff4,1
0x802ff8,1
0x802ffc,1
0x803000,1
0x803004,1
0x803008,1
0x80300c,1
0x803010,1
0x803014,1
0x803018,1
0x80301c,1
0x803020,1
0x803024,1
0x803028,1
0x80302c,1
0x803030,1
0x803034,1
0x803038,1
0x80303c,1
0x803040,1
0x803044,1
0x803048,1
0x80304c,1
0x803050,1
0x803054,127
0x803058,127
0x80305c,127
0x803060,127
0x803064,127
0x803068,127
0x80306c,127
0x803070,127
0x803074,127
0x803078,127
0x80307c,127
0x803080,127
0x803084,127
0x803088,127
0x80308c,127
0x803090,127
0x803094,127
0x803098,127
0x80309c,127
0x8030a0,127
0x8030a4,127
0x8030a8,127
0x8030ac,127
0x8030b0,127
0x8030b4,127
0x8030b8,127
0x8030bc,127
0x8030c0,127
0x8030c4,127
0x8030c8,127
0x8030cc,127
0x8030d0,127
0x8030d4,127
0x8030d8,127
0x8030dc,127
0x8030e0,127
0x8030e4,127
0x8030e8,127
0x8030ec,127
0x8030f0,127
0x8030f4,127
0x8030f8,127
0x8030fc,127
0x803100,127
0x803104,127
0x803108,127
0x80310c,127
0x803110,127
0x803114,127
0x803118,127
0x80311c,127
0x803120,127
0x803124,127
0x803128,127
0x80312c,127
0x803130,127
0x803134,127
0x803138,127
0x80313c,127
0x803140,127
0x803144,127
0x803148,127
0x80314c,127
0x803150,127
0x803154,127
0x803158,127
0x80315c,127
0x803160,127
0x803164,127
0x803168,127
0x80316c,127
0x803170,127
0x803174,1
0x803178,1
0x80317c,1
0x803180,1
0x803184,1
0x803188,1
0x80318c,1
0x803190,1
0x803194,1
0x803198,1
0x80319c,1
0x8031a0,1
0x8031a4,1
0x8031a8,1
0x8031ac,1
0x8031b0,3
0x8031b4,3
0x8031b8,3
