era,arm,chunk,raw,compressed,ctx_bytes
2026-04-28_quiet,prefix-2MiB+dict-fresh,5,1048576,247385,2162688
2026-04-28_quiet,prefix-2MiB+dict-fresh,6,1048576,237727,2162688
2026-04-28_quiet,prefix-2MiB+dict-fresh,7,1048576,240739,2162688
2026-04-28_quiet,prefix-2MiB+dict-fresh,8,1048576,211120,2162688
2026-04-28_quiet,prefix-2MiB+dict-fresh,9,1048576,196685,2162688
2026-04-28_quiet,prefix-2MiB+dict-fresh,10,1048576,205408,2162688
2026-04-28_quiet,prefix-2MiB+dict-fresh,11,1048576,199726,2162688
2026-04-28_quiet,prefix-2MiB+dict-fresh,12,1048576,219073,2162688
2026-04-28_quiet,prefix-2MiB+dict-fresh,13,1048576,147467,2162688
2026-04-28_quiet,prefix-1MiB+dict-fresh,0,1048576,270174,65536
2026-04-28_quiet,prefix-1MiB+dict-fresh,1,1048576,229552,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,2,1048576,234322,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,3,1048576,226155,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,4,1048576,248012,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,5,1048576,250714,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,6,1048576,241480,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,7,1048576,245069,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,8,1048576,215359,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,9,1048576,202210,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,10,1048576,207808,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,11,1048576,204355,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,12,1048576,222251,1114112
2026-04-28_quiet,prefix-1MiB+dict-fresh,13,1048576,153104,1114112
2026-04-28_quiet,prefix-512KiB+dict-fresh,0,1048576,270174,65536
2026-04-28_quiet,prefix-512KiB+dict-fresh,1,1048576,233146,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,2,1048576,237583,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,3,1048576,229127,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,4,1048576,252057,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,5,1048576,254151,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,6,1048576,244601,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,7,1048576,248174,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,8,1048576,229364,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,9,1048576,205999,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,10,1048576,211830,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,11,1048576,207645,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,12,1048576,225679,589824
2026-04-28_quiet,prefix-512KiB+dict-fresh,13,1048576,155323,589824
2026-04-28_quiet,prefix-2MiB+dict-2025,0,1048576,273391,65536
2026-04-28_quiet,prefix-2MiB+dict-2025,1,1048576,230904,1114112
2026-04-28_quiet,prefix-2MiB+dict-2025,2,1048576,231211,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,3,1048576,223802,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,4,1048576,245887,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,5,1048576,247670,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,6,1048576,237803,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,7,1048576,242185,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,8,1048576,211539,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,9,1048576,197735,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,10,1048576,206415,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,11,1048576,199975,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,12,1048576,219705,2162688
2026-04-28_quiet,prefix-2MiB+dict-2025,13,1048576,148160,2162688
2026-04-28_quiet,prefix-1MiB+dict-2025,0,1048576,273391,65536
2026-04-28_quiet,prefix-1MiB+dict-2025,1,1048576,230904,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,2,1048576,234017,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,3,1048576,227065,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,4,1048576,248531,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,5,1048576,250887,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,6,1048576,241714,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,7,1048576,246532,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,8,1048576,215676,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,9,1048576,203479,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,10,1048576,208582,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,11,1048576,204954,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,12,1048576,222983,1114112
2026-04-28_quiet,prefix-1MiB+dict-2025,13,1048576,153124,1114112
2026-04-28_quiet,prefix-512KiB+dict-2025,0,1048576,273391,65536
2026-04-28_quiet,prefix-512KiB+dict-2025,1,1048576,234437,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,2,1048576,237383,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,3,1048576,230282,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,4,1048576,252256,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,5,1048576,254347,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,6,1048576,244841,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,7,1048576,249594,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,8,1048576,230236,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,9,1048576,207200,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,10,1048576,212439,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,11,1048576,208661,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,12,1048576,226404,589824
2026-04-28_quiet,prefix-512KiB+dict-2025,13,1048576,155442,589824
2026-07-28_recent,none,0,1048576,262307,0
2026-07-28_recent,none,1,1048576,257736,0
2026-07-28_recent,none,2,1048576,296102,0
2026-07-28_recent,none,3,1048576,286021,0
2026-07-28_recent,none,4,1048576,247983,0
2026-07-28_recent,none,5,1048576,292229,0
2026-07-28_recent,none,6,1048576,205752,0
2026-07-28_recent,none,7,1048576,214560,0
2026-07-28_recent,none,8,1048576,223700,0
2026-07-28_recent,none,9,1048576,261904,0
2026-07-28_recent,none,10,1048576,247199,0
2026-07-28_recent,none,11,1048576,238763,0
2026-07-28_recent,none,12,1048576,231058,0
2026-07-28_recent,none,13,1048576,243779,0
2026-07-28_recent,dict-2025,0,1048576,259670,65536
2026-07-28_recent,dict-2025,1,1048576,255425,65536
2026-07-28_recent,dict-2025,2,1048576,294071,65536
2026-07-28_recent,dict-2025,3,1048576,284143,65536
2026-07-28_recent,dict-2025,4,1048576,244950,65536
2026-07-28_recent,dict-2025,5,1048576,289478,65536
2026-07-28_recent,dict-2025,6,1048576,203763,65536
2026-07-28_recent,dict-2025,7,1048576,212591,65536
2026-07-28_recent,dict-2025,8,1048576,221500,65536
2026-07-28_recent,dict-2025,9,1048576,259844,65536
2026-07-28_recent,dict-2025,10,1048576,244370,65536
2026-07-28_recent,dict-2025,11,1048576,235742,65536
2026-07-28_recent,dict-2025,12,1048576,228949,65536
2026-07-28_recent,dict-2025,13,1048576,240938,65536
2026-07-28_recent,dict-fresh,0,1048576,254505,65536
2026-07-28_recent,dict-fresh,1,1048576,250435,65536
2026-07-28_recent,dict-fresh,2,1048576,288626,65536
2026-07-28_recent,dict-fresh,3,1048576,278905,65536
2026-07-28_recent,dict-fresh,4,1048576,240968,65536
2026-07-28_recent,dict-fresh,5,1048576,284310,65536
2026-07-28_recent,dict-fresh,6,1048576,198004,65536
2026-07-28_recent,dict-fresh,7,1048576,208000,65536
2026-07-28_recent,dict-fresh,8,1048576,215398,65536
2026-07-28_recent,dict-fresh,9,1048576,254476,65536
2026-07-28_recent,dict-fresh,10,1048576,239304,65536
2026-07-28_recent,dict-fresh,11,1048576,230210,65536
2026-07-28_recent,dict-fresh,12,1048576,223534,65536
2026-07-28_recent,dict-fresh,13,1048576,235718,65536
2026-07-28_recent,prefix-2MiB,0,1048576,262307,0
2026-07-28_recent,prefix-2MiB,1,1048576,242361,1048576
2026-07-28_recent,prefix-2MiB,2,1048576,279027,2097152
2026-07-28_recent,prefix-2MiB,3,1048576,269648,2097152
2026-07-28_recent,prefix-2MiB,4,1048576,231882,2097152
2026-07-28_recent,prefix-2MiB,5,1048576,271402,2097152
2026-07-28_recent,prefix-2MiB,6,1048576,187383,2097152
2026-07-28_recent,prefix-2MiB,7,1048576,197778,2097152
2026-07-28_recent,prefix-2MiB,8,1048576,206245,2097152
2026-07-28_recent,prefix-2MiB,9,1048576,245063,2097152
2026-07-28_recent,prefix-2MiB,10,1048576,225223,2097152
2026-07-28_recent,prefix-2MiB,11,1048576,216713,2097152
2026-07-28_recent,prefix-2MiB,12,1048576,206091,2097152
2026-07-28_recent,prefix-2MiB,13,1048576,222651,2097152
2026-07-28_recent,prefix-1MiB,0,1048576,262307,0
2026-07-28_recent,prefix-1MiB,1,1048576,242361,1048576
2026-07-28_recent,prefix-1MiB,2,1048576,281825,1048576
2026-07-28_recent,prefix-1MiB,3,1048576,271972,1048576
2026-07-28_recent,prefix-1MiB,4,1048576,234136,1048576
2026-07-28_recent,prefix-1MiB,5,1048576,277476,1048576
2026-07-28_recent,prefix-1MiB,6,1048576,190805,1048576
2026-07-28_recent,prefix-1MiB,7,1048576,200630,1048576
2026-07-28_recent,prefix-1MiB,8,1048576,209233,1048576
2026-07-28_recent,prefix-1MiB,9,1048576,247437,1048576
2026-07-28_recent,prefix-1MiB,10,1048576,229358,1048576
2026-07-28_recent,prefix-1MiB,11,1048576,219741,1048576
2026-07-28_recent,prefix-1MiB,12,1048576,212916,1048576
2026-07-28_recent,prefix-1MiB,13,1048576,226548,1048576
2026-07-28_recent,prefix-512KiB,0,1048576,262307,0
2026-07-28_recent,prefix-512KiB,1,1048576,246028,524288
2026-07-28_recent,prefix-512KiB,2,1048576,284921,524288
2026-07-28_recent,prefix-512KiB,3,1048576,275032,524288
2026-07-28_recent,prefix-512KiB,4,1048576,236311,524288
2026-07-28_recent,prefix-512KiB,5,1048576,280318,524288
2026-07-28_recent,prefix-512KiB,6,1048576,194305,524288
2026-07-28_recent,prefix-512KiB,7,1048576,204210,524288
2026-07-28_recent,prefix-512KiB,8,1048576,212682,524288
2026-07-28_recent,prefix-512KiB,9,1048576,250013,524288
2026-07-28_recent,prefix-512KiB,10,1048576,233613,524288
2026-07-28_recent,prefix-512KiB,11,1048576,225057,524288
2026-07-28_recent,prefix-512KiB,12,1048576,215923,524288
2026-07-28_recent,prefix-512KiB,13,1048576,229778,524288
2026-07-28_recent,prefix-2MiB+dict-fresh,0,1048576,252612,65536
2026-07-28_recent,prefix-2MiB+dict-fresh,1,1048576,240256,1114112
2026-07-28_recent,prefix-2MiB+dict-fresh,2,1048576,277577,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,3,1048576,267983,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,4,1048576,230872,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,5,1048576,269375,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,6,1048576,185879,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,7,1048576,197103,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,8,1048576,204434,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,9,1048576,243372,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,10,1048576,223251,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,11,1048576,214575,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,12,1048576,204996,2162688
2026-07-28_recent,prefix-2MiB+dict-fresh,13,1048576,220890,2162688
2026-07-28_recent,prefix-1MiB+dict-fresh,0,1048576,252612,65536
2026-07-28_recent,prefix-1MiB+dict-fresh,1,1048576,240256,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,2,1048576,279725,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,3,1048576,269735,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,4,1048576,232478,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,5,1048576,274833,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,6,1048576,188521,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,7,1048576,199273,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,8,1048576,206641,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,9,1048576,245346,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,10,1048576,226979,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,11,1048576,217060,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,12,1048576,211101,1114112
2026-07-28_recent,prefix-1MiB+dict-fresh,13,1048576,224162,1114112
2026-07-28_recent,prefix-512KiB+dict-fresh,0,1048576,252612,65536
2026-07-28_recent,prefix-512KiB+dict-fresh,1,1048576,242618,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,2,1048576,281863,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,3,1048576,271852,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,4,1048576,234186,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,5,1048576,277131,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,6,1048576,190801,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,7,1048576,201483,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,8,1048576,208662,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,9,1048576,247345,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,10,1048576,230613,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,11,1048576,220987,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,12,1048576,213539,589824
2026-07-28_recent,prefix-512KiB+dict-fresh,13,1048576,226568,589824
2026-07-28_recent,prefix-2MiB+dict-2025,0,1048576,257818,65536
2026-07-28_recent,prefix-2MiB+dict-2025,1,1048576,241039,1114112
2026-07-28_recent,prefix-2MiB+dict-2025,2,1048576,278506,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,3,1048576,269064,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,4,1048576,230599,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,5,1048576,270547,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,6,1048576,187181,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,7,1048576,197586,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,8,1048576,205872,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,9,1048576,244174,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,10,1048576,223872,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,11,1048576,215818,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,12,1048576,205997,2162688
2026-07-28_recent,prefix-2MiB+dict-2025,13,1048576,221830,2162688
2026-07-28_recent,prefix-1MiB+dict-2025,0,1048576,257818,65536
2026-07-28_recent,prefix-1MiB+dict-2025,1,1048576,241039,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,2,1048576,280859,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,3,1048576,270867,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,4,1048576,232350,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,5,1048576,276025,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,6,1048576,189965,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,7,1048576,199832,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,8,1048576,208269,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,9,1048576,246159,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,10,1048576,227714,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,11,1048576,218366,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,12,1048576,212602,1114112
2026-07-28_recent,prefix-1MiB+dict-2025,13,1048576,225134,1114112
2026-07-28_recent,prefix-512KiB+dict-2025,0,1048576,257818,65536
2026-07-28_recent,prefix-512KiB+dict-2025,1,1048576,243803,589824
2026-07-28_recent,prefix-512KiB+dict-2025,2,1048576,283359,589824
2026-07-28_recent,prefix-512KiB+dict-2025,3,1048576,273383,589824
2026-07-28_recent,prefix-512KiB+dict-2025,4,1048576,234087,589824
2026-07-28_recent,prefix-512KiB+dict-2025,5,1048576,278406,589824
2026-07-28_recent,prefix-512KiB+dict-2025,6,1048576,192758,589824
2026-07-28_recent,prefix-512KiB+dict-2025,7,1048576,202879,589824
2026-07-28_recent,prefix-512KiB+dict-2025,8,1048576,211146,589824
2026-07-28_recent,prefix-512KiB+dict-2025,9,1048576,248498,589824
2026-07-28_recent,prefix-512KiB+dict-2025,10,1048576,231411,589824
2026-07-28_recent,prefix-512KiB+dict-2025,11,1048576,222353,589824
2026-07-28_recent,prefix-512KiB+dict-2025,12,1048576,215201,589824
2026-07-28_recent,prefix-512KiB+dict-2025,13,1048576,227849,589824
